Date,sentiment_score
2022-05-03,0.0066307692307692265
2022-05-04,-0.09291875000000005
2022-05-05,0.10576923076923077
2022-05-06,-0.008293333333333326
2022-05-07,0.1454272727272727
2022-05-08,-0.09897500000000001
2022-05-09,0.19223684210526318
2022-05-10,0.09913636363636363
2022-05-11,0.06547857142857143
2022-05-12,0.18911499999999998
2022-05-13,0.37295384615384614
2022-05-14,0.20566
2022-05-15,0.17201
2022-05-16,0.2329125
2022-05-17,0.30114545454545455
2022-05-18,0.020294736842105265
2022-05-19,-0.17528666666666665
2022-05-20,0.4193818181818182
2022-05-21,0.2142666666666667
2022-05-22,0.01574285714285714
2022-05-23,0.13920833333333335
2022-05-24,0.1922470588235294
2022-05-25,0.21153000000000005
2022-05-26,0.16086666666666663
2022-05-27,0.3347608695652174
2022-05-28,-0.16456666666666667
2022-05-29,0.13394999999999999
2022-05-30,0.19675
2022-05-31,0.12675294117647057
2022-06-01,0.06701052631578944
2022-06-02,0.18632857142857143
2022-06-03,0.1191142857142857
2022-06-04,0.20544285714285712
2022-06-05,0.2587
2022-06-06,0.2131804878048781
2022-06-07,0.11275454545454545
2022-06-08,0.29010833333333336
2022-06-09,0.10421249999999999
2022-06-10,0.3066071428571429
2022-06-11,-0.055762500000000007
2022-06-12,-0.06768000000000002
2022-06-13,0.1990466666666667
2022-06-14,0.18464
2022-06-15,0.14201999999999998
2022-06-16,0.12542727272727275
2022-06-17,0.16433333333333333
2022-06-18,0.29934000000000005
2022-06-19,-0.09396666666666668
2022-06-20,0.4627333333333333
2022-06-21,0.21231999999999998
2022-06-22,0.6025
2022-06-23,0.2317875
2022-06-24,0.29005000000000003
2022-06-25,0.2553
2022-06-26,-0.044774999999999995
2022-06-27,0.34098
2022-06-28,0.18191428571428572
2022-06-29,-0.01333333333333332
2022-06-30,0.18047777777777774
2022-07-01,-0.19525555555555554
2022-07-02,0.06677499999999997
2022-07-03,-0.14809999999999998
2022-07-04,0.2557333333333333
2022-07-05,0.31523333333333337
2022-07-06,0.17221999999999998
2022-07-07,0.04405714285714284
2022-07-08,0.35070909090909097
2022-07-09,0.2452
2022-07-10,0.07965000000000001
2022-07-11,0.31771875
2022-07-12,0.20072
2022-07-13,0.4878333333333334
2022-07-14,0.25911666666666666
2022-07-15,0.3584
2022-07-16,0.0
2022-07-17,0.5917833333333333
2022-07-18,0.19308999999999998
2022-07-19,0.392725
2022-07-20,0.39666666666666667
2022-07-21,0.2512750000000001
2022-07-22,0.07139166666666669
2022-07-23,0.09342222222222223
2022-07-24,0.16752222222222224
2022-07-25,0.256
2022-07-26,-0.02221052631578947
2022-07-27,0.2672
2022-07-28,0.1484288659793814
2022-07-29,0.32803846153846156
2022-07-30,0.22665
2022-07-31,0.25894
2022-08-01,0.2422818181818182
2022-08-02,0.21520000000000003
2022-08-03,0.26573571428571424
2022-08-04,0.45128749999999995
2022-08-05,0.3561933333333333
2022-08-06,0.48355
2022-08-07,-0.09813333333333334
2022-08-08,0.2554111111111111
2022-08-09,0.32835000000000003
2022-08-10,0.19227692307692307
2022-08-11,0.24193333333333333
2022-08-12,0.14254666666666668
2022-08-13,0.0998666666666667
2022-08-14,0.19369999999999998
2022-08-15,0.5369714285714285
2022-08-16,0.21935333333333334
2022-08-17,0.022425000000000014
2022-08-18,0.6192666666666667
2022-08-19,0.17518333333333333
2022-08-20,0.022500000000000006
2022-08-21,0.26660000000000006
2022-08-22,0.14723750000000002
2022-08-23,0.32234999999999997
2022-08-24,0.31281818181818183
2022-08-25,0.2208375
2022-08-26,0.21155000000000002
2022-08-27,0.06156666666666666
2022-08-28,0.3086857142857143
2022-08-29,0.2487125
2022-08-30,0.16603333333333334
2022-08-31,0.56154
2022-09-01,0.2396375
2022-09-02,0.08464999999999999
2022-09-03,0.21221666666666664
2022-09-04,0.534
2022-09-05,0.14007142857142857
2022-09-06,0.28324
2022-09-07,0.08020999999999999
2022-09-08,0.09682
2022-09-09,0.4377
2022-09-10,0.4369
2022-09-11,0.58655
2022-09-12,0.2006
2022-09-13,0.20165714285714284
2022-09-14,0.13082222222222217
2022-09-15,0.04204000000000001
2022-09-16,0.20787777777777774
2022-09-17,0.33231428571428573
2022-09-18,0.2414
2022-09-19,0.25494
2022-09-20,0.08441250000000002
2022-09-21,-0.07606666666666667
2022-09-22,0.3594
2022-09-23,-0.104025
2022-09-24,0.1872
2022-09-25,0.22586666666666666
2022-09-26,-0.06871428571428574
2022-09-27,-0.0967
2022-09-28,0.39452
2022-09-29,0.11765
